Basque,Catalan,Dutch,Filipino,Finnish,French,German,Haitian Creole,Hindi,Indonesian,Italian,Lithuanian,Norwegian,Polish,Portuguese,Romanian,Spanish,Swedish,Turkish,Undefined,Vietnamese
2021-05-15,0,0,7,0,4,21,14,0,0,0,1,0,0,2,4,0,0,0,0,0,0
2021-05-16,0,0,5,0,2,21,7,0,0,0,3,0,0,2,4,0,0,0,0,0,0
2021-05-17,0,0,5,0,0,21,7,0,0,0,2,0,0,2,2,0,0,0,0,0,0
2021-05-18,0,0,9,0,1,17,4,0,0,0,4,1,0,2,71,0,0,0,0,0,0
2021-05-19,0,0,6,0,1,10,6,0,0,0,5,0,0,0,12,0,0,0,0,0,0
2021-05-20,0,0,5,0,1,12,5,0,0,0,5,1,0,1,6,0,0,0,0,0,0
2021-05-21,0,0,6,0,1,19,3,0,0,0,1,0,0,3,2,0,0,0,0,0,0
2021-05-22,0,0,5,0,3,11,7,0,0,0,4,0,0,1,2,0,0,0,0,0,0
2021-05-23,0,0,8,0,0,10,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0
2021-05-24,0,0,4,0,0,14,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2021-05-25,0,0,7,0,2,23,10,0,0,0,3,0,0,0,12,0,0,0,0,0,0
2021-05-26,0,0,42,0,2,18,8,0,0,0,7,0,0,0,7,0,0,0,0,0,0
2021-05-27,0,0,7,0,1,17,12,0,0,0,3,0,0,0,6,0,0,0,0,0,0
2021-05-28,0,0,5,0,0,12,6,0,0,0,1,0,0,2,1,0,0,0,0,0,0
2021-05-29,0,0,4,0,3,8,6,0,0,0,5,1,0,0,4,0,0,0,0,0,0
2021-05-30,0,0,9,0,1,10,5,0,0,0,1,1,0,1,7,0,0,0,0,0,0
2021-05-31,0,0,13,0,0,12,13,0,0,0,1,0,0,1,9,0,0,0,0,0,0
2021-06-01,0,0,8,0,3,13,4,0,0,0,8,0,0,1,6,0,1,0,0,0,0
2021-06-02,0,0,7,0,4,21,10,0,0,0,4,0,0,2,5,0,0,0,0,0,0
2021-06-03,0,0,8,0,2,19,9,0,0,0,6,0,0,0,7,0,11,0,0,0,0
2021-06-04,0,0,6,0,0,20,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0
2021-06-05,0,0,2,0,0,13,7,0,0,0,8,0,0,1,4,0,0,0,0,0,0
2021-06-06,0,0,1,0,1,13,3,0,0,0,30,0,0,1,4,0,0,0,0,0,0
2021-06-07,0,0,2,0,1,14,7,0,0,0,17,1,0,0,9,1,0,0,0,0,0
2021-06-08,0,0,3,0,1,20,8,0,0,0,7,0,0,1,5,0,0,0,0,0,0
2021-06-09,0,0,6,0,1,12,7,0,0,0,7,0,0,0,11,0,0,0,0,0,0
2021-06-10,0,0,9,0,0,11,6,0,0,0,4,0,0,2,8,0,0,0,0,0,0
2021-06-11,0,0,6,0,1,18,7,0,0,0,6,0,0,1,3,0,0,0,0,0,0
2021-06-12,0,0,5,0,0,11,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0
2021-06-13,0,0,7,0,2,6,8,0,0,0,44,0,0,1,2,0,0,0,0,0,0
2021-06-14,0,0,6,0,1,9,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0
2021-06-15,0,0,9,0,0,18,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0
2021-06-16,0,0,4,0,0,13,5,0,0,0,15,0,0,2,4,0,0,0,0,0,0
2021-06-17,0,0,4,0,0,32,8,0,0,0,12,0,0,2,6,1,0,0,0,0,0
2021-06-18,0,0,4,0,3,25,5,0,0,0,15,0,0,0,4,0,0,0,0,0,0
2021-06-19,0,0,4,0,0,11,1,0,0,0,22,0,0,0,5,0,0,0,0,0,0
2021-06-20,0,0,4,0,1,3,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0
2021-06-21,0,0,7,0,0,17,4,0,0,0,6,0,0,1,7,0,0,0,0,0,0
2021-06-22,0,0,8,0,1,12,6,0,0,0,2,0,0,0,9,1,0,0,0,0,0
2021-06-23,0,0,5,0,0,9,4,0,0,0,10,2,0,3,5,0,0,0,0,0,0
2021-06-24,0,0,7,0,0,14,6,0,0,0,26,0,0,0,2,0,0,0,0,0,0
2021-06-25,0,0,4,0,0,18,6,0,0,0,7,0,0,1,8,0,0,0,0,0,0
2021-06-26,0,0,7,0,1,22,4,0,0,0,6,1,0,0,5,0,0,0,0,0,0
2021-06-27,0,0,5,0,1,7,6,0,0,0,3,0,0,1,2,0,0,0,0,0,0
2021-06-28,0,0,7,0,2,14,7,0,0,0,7,0,0,1,5,0,0,0,0,0,0
2021-06-29,0,0,9,0,1,27,4,0,0,0,4,0,0,1,4,0,0,0,0,0,0
2021-06-30,0,0,2,0,0,54,5,0,0,0,3,0,0,1,2,0,0,0,0,0,0
2021-07-01,0,0,2,0,1,24,4,0,0,0,3,0,0,3,5,1,0,0,0,0,0
2021-07-02,0,0,4,0,0,21,18,0,0,0,3,0,0,7,4,1,0,0,0,0,0
2021-07-03,0,0,3,0,0,13,6,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-07-04,0,0,4,0,0,19,8,0,0,0,3,0,0,4,4,3,0,0,0,0,0
2021-07-05,0,0,9,0,0,20,7,0,0,0,5,0,0,9,5,1,0,0,0,0,0
2021-07-06,0,0,8,0,1,15,14,0,0,0,4,0,0,2,4,2,1,0,0,0,0
2021-07-07,0,0,3,0,0,34,2,0,0,0,6,1,0,0,3,0,0,0,0,0,0
2021-07-08,0,0,6,0,1,18,6,0,0,0,6,0,0,1,3,0,0,0,0,0,0
2021-07-09,0,0,9,0,0,13,8,0,0,0,4,0,0,3,3,1,0,0,0,0,0
2021-07-10,0,0,12,0,1,30,4,0,0,0,1,0,0,5,4,0,0,0,0,0,0
2021-07-11,0,0,6,0,0,24,10,0,0,0,2,0,0,1,1,1,0,0,0,0,0
2021-07-12,0,0,5,0,0,38,5,0,0,0,4,0,0,2,7,0,0,0,0,0,0
2021-07-13,0,0,2,0,1,29,7,0,0,0,5,0,0,4,7,0,0,0,0,0,0
2021-07-14,0,0,2,0,0,27,3,0,0,0,5,0,0,0,7,0,1,0,0,0,0
2021-07-15,0,0,5,0,0,28,2,0,0,0,7,0,0,3,3,0,0,0,0,0,0
2021-07-16,0,0,3,0,2,28,5,0,0,0,3,0,0,3,7,0,0,0,0,0,0
2021-07-17,0,0,5,0,0,16,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0
2021-07-18,0,0,8,0,1,22,1,0,0,0,5,0,0,1,5,0,0,0,0,0,0
2021-07-19,0,0,7,0,2,22,5,0,0,0,4,0,0,4,6,1,0,0,0,0,0
2021-07-20,0,0,2,0,1,18,6,0,0,0,2,0,0,2,4,1,0,0,0,0,0
2021-07-21,0,0,4,0,0,23,5,0,0,0,8,1,0,6,6,0,0,0,0,0,0
2021-07-22,0,0,25,0,0,17,2,0,0,0,6,0,0,14,5,0,1,0,0,0,0
2021-07-23,0,0,7,0,1,15,6,0,0,0,9,0,0,2,6,0,1,0,0,0,0
2021-07-24,0,0,7,0,1,25,4,0,0,0,3,0,0,3,3,0,0,0,0,0,0
2021-07-25,0,0,7,0,0,15,8,0,0,0,5,0,0,6,1,0,0,0,0,0,0
2021-07-26,0,0,8,0,2,16,2,0,0,0,4,0,0,2,3,0,0,0,0,0,0
2021-07-27,0,0,8,0,0,21,2,0,0,0,10,0,0,2,2,0,0,0,0,0,0
2021-07-28,0,0,7,0,0,18,7,0,0,0,9,1,0,5,7,0,0,0,0,0,0
2021-07-29,0,0,14,0,2,11,8,0,0,0,5,0,0,7,10,1,0,0,0,0,0
2021-07-30,0,1,3,0,1,13,3,0,0,0,5,1,0,3,4,0,0,0,0,0,0
2021-07-31,0,0,9,0,1,23,4,0,0,0,1,0,0,2,9,0,0,0,0,0,0
2021-08-01,0,0,5,0,1,25,6,0,0,0,3,0,0,1,2,0,0,0,0,0,0
2021-08-02,0,0,3,0,1,11,6,0,0,0,2,0,0,3,3,0,0,0,0,0,0
2021-08-03,0,0,6,0,1,19,8,0,0,0,10,0,0,4,2,1,0,0,0,0,0
2021-08-04,0,0,7,0,0,13,4,0,0,0,13,0,0,6,5,0,0,0,0,0,0
2021-08-05,0,0,5,0,2,25,7,0,0,0,7,0,0,1,7,0,0,0,0,0,0
2021-08-06,0,0,3,0,1,10,6,0,0,0,7,0,0,2,5,1,1,0,0,0,0
2021-08-07,0,0,5,0,0,14,3,0,0,0,6,0,0,1,2,0,0,0,0,0,0
2021-08-08,0,0,9,0,0,16,6,0,0,0,4,1,0,0,1,1,0,0,0,0,0
2021-08-09,0,0,10,0,0,15,10,0,0,0,10,0,0,2,5,0,0,0,0,0,0
2021-08-10,0,0,33,0,0,12,16,0,0,0,5,0,0,3,1,0,0,0,0,0,0
2021-08-11,0,0,19,0,1,13,12,0,0,0,6,0,0,2,4,1,0,0,0,0,0
2021-08-12,0,1,15,0,3,18,12,0,0,0,5,0,0,3,8,0,0,0,0,0,0
2021-08-13,0,0,5,0,2,18,15,0,0,0,7,0,0,4,5,0,0,0,0,0,0
2021-08-14,0,0,4,0,0,17,6,0,0,0,9,0,0,3,5,0,0,0,0,0,0
2021-08-15,0,0,15,0,0,8,4,0,0,0,4,0,0,10,6,0,1,0,0,0,0
2021-08-16,0,0,4,0,0,10,4,0,0,0,4,0,0,2,10,0,0,0,0,0,0
2021-08-17,0,0,3,0,1,14,7,0,0,0,5,1,0,0,21,0,0,0,0,0,0
2021-08-18,0,0,8,0,1,15,2,0,0,0,8,0,0,2,7,0,0,0,0,0,0
2021-08-19,0,0,5,0,3,17,3,0,0,0,8,0,0,0,5,0,0,0,0,0,0
2021-08-20,0,0,4,0,2,13,7,0,0,0,4,0,0,4,8,0,0,0,0,0,0
2021-08-21,0,0,3,0,1,18,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0
2021-08-22,0,0,8,0,0,13,5,0,0,0,7,0,0,4,2,0,0,0,0,0,0
2021-08-23,0,0,9,0,1,16,9,0,0,0,5,1,0,2,0,1,0,0,0,0,0
2021-08-24,0,0,2,0,6,10,4,0,0,0,5,0,0,1,4,0,0,0,0,0,0
2021-08-25,0,0,5,0,3,15,17,0,0,0,9,0,0,0,5,0,0,0,0,0,0
2021-08-26,0,0,3,0,2,15,10,0,0,0,8,0,0,9,4,0,0,0,0,0,0
2021-08-27,0,0,4,0,2,14,10,0,0,0,5,0,0,0,3,0,0,0,0,0,0
2021-08-28,0,1,3,0,0,39,6,0,0,0,7,1,0,0,3,0,0,0,0,0,0
2021-08-29,0,0,3,0,1,17,5,0,0,0,3,0,0,2,1,0,0,0,0,0,0
2021-08-30,0,0,6,0,1,26,7,0,0,0,8,0,0,0,2,0,0,0,0,0,0
2021-08-31,0,0,3,0,1,14,12,0,0,0,3,0,0,1,3,0,0,0,0,0,0
2021-09-01,0,0,6,0,0,7,13,0,0,0,9,0,0,3,2,1,0,0,0,0,0
2021-09-02,0,0,2,0,1,15,1,0,0,0,10,0,0,0,3,0,0,0,0,0,0
2021-09-03,0,0,2,0,0,11,5,0,0,0,4,0,0,1,2,0,1,0,0,0,0
2021-09-04,0,0,4,0,0,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-09-05,0,0,11,0,1,7,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0
2021-09-06,0,0,7,0,0,14,8,0,0,0,4,0,0,2,2,0,0,0,0,0,0
2021-09-07,0,0,4,0,1,13,3,0,0,0,10,1,0,2,1,0,0,0,0,0,0
2021-09-08,0,0,6,0,2,13,4,0,0,0,8,0,0,5,2,0,0,0,0,0,0
2021-09-09,0,0,4,0,5,11,11,0,0,0,9,0,0,0,2,0,1,0,0,0,0
2021-09-10,0,0,4,0,0,5,4,0,0,0,2,0,0,1,4,0,0,0,0,0,0
2021-09-11,0,0,1,0,0,7,1,0,0,0,4,0,0,2,1,0,0,0,0,0,0
2021-09-12,0,0,2,0,0,6,6,0,0,0,2,0,0,1,5,0,0,0,0,0,0
2021-09-13,0,0,3,0,0,12,8,0,0,0,4,0,0,2,3,0,0,0,0,0,0
2021-09-14,0,0,7,0,0,6,5,0,0,0,0,0,0,2,4,1,0,0,0,0,0
2021-09-15,0,0,5,0,1,9,7,0,0,0,5,1,0,1,3,0,0,0,0,0,0
2021-09-16,0,0,6,0,1,11,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2021-09-17,0,0,3,0,0,7,4,0,0,0,1,0,0,5,3,0,0,0,0,0,0
2021-09-18,0,0,5,0,0,2,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0
2021-09-19,0,0,4,0,0,3,1,0,0,0,2,0,0,3,2,0,0,0,0,0,0
2021-09-20,0,0,9,0,0,4,4,0,0,0,2,0,0,1,3,0,0,0,0,0,0
2021-09-21,0,0,3,0,2,9,9,0,0,0,5,0,0,1,6,0,0,0,0,0,0
2021-09-22,0,0,6,0,1,6,10,0,0,0,8,0,0,0,8,0,0,0,0,0,0
2021-09-23,0,0,12,0,0,26,4,0,0,0,7,0,0,1,5,0,0,0,0,0,0
2021-09-24,0,0,5,0,2,20,5,0,0,0,3,0,0,5,2,0,0,0,0,0,0
2021-09-25,0,0,11,0,0,6,1,0,0,0,6,0,0,1,5,0,0,0,0,0,0
2021-09-26,0,0,12,0,2,6,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0
2021-09-27,0,0,7,0,0,6,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0
2021-09-28,0,0,10,0,0,5,4,0,0,0,2,0,0,1,3,0,0,0,0,0,0
2021-09-29,0,0,6,0,0,6,12,0,0,0,7,0,0,0,3,0,0,0,0,0,0
2021-09-30,0,0,4,0,0,4,11,0,0,0,4,0,0,1,2,2,0,0,0,0,0
2021-10-01,0,0,7,0,0,8,8,0,0,0,7,0,0,0,4,1,0,0,0,0,0
2021-10-02,0,0,1,0,1,4,7,0,0,0,2,0,0,1,3,0,0,0,0,0,0
2021-10-03,0,0,5,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-10-04,0,0,10,0,1,16,9,0,0,0,8,0,0,1,10,0,0,0,0,0,0
2021-10-05,0,0,4,0,1,9,11,0,0,0,5,0,0,0,6,0,0,0,0,0,0
2021-10-06,0,0,2,0,0,6,3,0,0,0,6,0,0,1,1,0,0,0,0,0,0
2021-10-07,0,0,5,0,0,11,5,0,0,0,5,1,0,1,1,1,0,0,0,0,0
2021-10-08,0,0,2,0,0,11,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0
2021-10-09,0,0,0,0,1,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2021-10-10,0,0,2,0,0,3,0,0,0,0,83,0,0,2,1,0,0,0,0,0,0
2021-10-11,0,0,6,1,1,8,7,0,0,0,2,0,0,0,2,1,0,0,0,0,0
2021-10-12,0,0,7,0,1,9,8,0,0,0,7,0,0,2,1,0,0,0,0,0,0
2021-10-13,0,0,8,0,0,8,3,0,0,0,5,0,0,1,1,0,0,0,0,0,0
2021-10-14,0,0,13,0,0,3,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0
2021-10-15,0,0,3,0,1,5,5,0,0,0,9,1,0,2,5,0,0,0,0,0,0
2021-10-16,0,0,3,0,0,3,4,0,0,0,4,0,0,0,1,0,1,0,0,0,0
2021-10-17,0,0,1,0,1,5,3,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2021-10-18,0,0,3,0,4,5,6,0,0,0,2,1,0,1,1,0,0,0,0,0,0
2021-10-19,0,0,3,0,0,5,2,0,0,0,8,1,0,2,3,0,0,0,0,0,0
2021-10-20,0,0,3,0,2,9,5,0,0,0,7,0,0,0,2,1,0,0,0,0,0
2021-10-21,0,0,4,0,0,9,4,0,0,0,6,0,0,1,5,0,0,0,0,0,0
2021-10-22,0,0,4,0,0,2,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0
2021-10-23,0,0,4,0,0,14,4,0,0,0,2,0,0,1,4,0,0,0,0,0,0
2021-10-24,0,0,2,0,1,8,5,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2021-10-25,0,0,10,0,0,5,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0
2021-10-26,0,0,5,0,1,8,2,0,0,0,9,0,0,2,4,0,0,0,0,0,0
2021-10-27,0,0,4,0,0,9,2,0,0,0,3,0,0,3,4,0,0,0,0,0,0
2021-10-28,0,0,1,0,1,5,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0
2021-10-29,0,0,5,0,0,5,9,0,0,0,2,0,0,0,4,0,0,0,0,0,0
2021-10-30,0,0,4,0,0,6,9,0,0,0,2,0,0,1,1,0,0,0,0,0,0
2021-10-31,0,0,1,0,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2021-11-01,0,0,2,0,1,5,7,0,0,0,142,2,0,2,2,0,0,0,0,0,0
2021-11-02,0,0,5,0,0,4,15,0,0,0,3,1,0,2,3,0,0,0,0,0,0
2021-11-03,0,0,6,0,0,7,15,0,0,0,10,0,0,1,5,0,0,0,0,0,0
2021-11-04,0,0,4,0,1,7,15,0,0,0,4,0,0,1,15,0,0,0,0,0,0
2021-11-05,0,0,6,0,0,5,11,0,0,0,4,0,0,2,8,1,0,0,0,0,0
2021-11-06,0,0,6,1,0,5,4,0,0,0,6,0,0,0,10,0,0,0,0,0,0
2021-11-07,0,0,1,0,0,10,7,0,0,0,4,0,0,3,1,0,0,0,0,0,0
2021-11-08,0,0,6,0,0,7,15,0,0,0,7,0,0,0,3,0,0,0,0,0,0
2021-11-09,0,0,6,0,2,6,8,0,0,0,3,0,0,2,11,0,0,0,0,0,0
2021-11-10,0,0,2,0,1,7,11,0,0,0,5,1,0,3,3,0,0,0,0,0,0
2021-11-11,0,0,24,0,0,10,12,0,0,0,3,0,0,0,8,0,0,0,0,0,0
2021-11-12,0,0,33,0,1,6,11,0,0,0,5,0,0,0,1,0,0,0,0,0,0
2021-11-13,0,0,22,0,1,7,7,0,0,0,5,0,0,0,2,0,0,0,0,0,0
2021-11-14,0,0,7,0,1,5,6,0,0,0,5,0,0,8,3,0,0,0,0,0,0
2021-11-15,0,0,15,0,0,6,10,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2021-11-16,0,0,25,0,0,7,15,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2021-11-17,0,0,13,0,0,8,13,0,0,0,8,0,0,4,4,0,0,0,0,0,0
2021-11-18,0,0,8,0,1,9,9,0,0,0,5,0,0,3,3,0,0,0,0,0,0
2021-11-19,0,0,9,0,2,7,11,0,0,0,10,0,0,0,1,0,0,0,0,0,0
2021-11-20,0,0,11,0,1,13,7,0,0,0,2,0,0,3,6,0,0,0,0,0,0
2021-11-21,0,0,6,0,1,13,2,0,0,0,4,0,0,1,1,0,0,0,0,0,0
2021-11-22,0,0,9,0,1,16,4,0,0,0,3,0,0,3,3,0,0,0,0,0,0
2021-11-23,0,0,13,0,1,9,9,0,0,0,3,0,0,2,0,0,0,0,0,0,0
2021-11-24,0,0,10,0,1,16,10,0,0,0,6,0,0,1,3,0,0,0,0,0,0
2021-11-25,0,0,10,0,4,14,6,0,0,0,5,0,0,4,0,0,0,0,0,0,0
2021-11-26,0,0,8,0,0,6,5,0,0,0,5,0,0,1,5,0,0,0,0,0,0
2021-11-27,0,0,3,0,3,12,7,0,0,0,5,0,0,0,3,1,0,0,0,0,0
2021-11-28,0,0,3,0,0,8,7,0,0,0,8,0,0,2,2,0,0,0,0,0,0
2021-11-29,0,0,4,0,2,16,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0
2021-11-30,0,0,5,0,1,14,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2021-12-01,0,0,2,0,0,10,3,0,0,0,6,1,0,2,0,0,0,0,0,0,0
2021-12-02,0,0,4,0,1,12,2,0,0,0,4,0,0,4,5,0,0,0,0,0,0
2021-12-03,0,0,12,0,3,12,7,0,0,0,21,1,0,4,2,0,0,0,0,0,0
2021-12-04,0,0,4,0,2,18,5,0,0,0,25,0,0,1,4,0,0,0,0,0,0
2021-12-05,0,0,5,0,5,23,2,0,0,0,16,0,0,2,1,0,0,0,0,0,0
2021-12-06,0,0,3,0,0,14,5,0,0,0,3,0,0,1,1,0,0,0,0,0,0
2021-12-07,0,0,4,0,1,7,2,0,0,0,6,0,0,4,5,0,0,0,0,0,0
2021-12-08,0,0,5,0,1,16,15,0,0,0,2,0,0,4,4,1,0,0,0,0,0
2021-12-09,0,0,20,0,0,10,8,0,0,0,7,0,0,6,4,0,0,0,0,0,0
2021-12-10,0,0,12,0,0,7,9,0,0,0,14,0,0,5,4,0,0,0,0,0,0
2021-12-11,0,0,2,0,0,10,8,0,0,0,8,0,0,3,2,0,0,0,0,0,0
2021-12-12,0,0,2,0,1,9,5,0,0,0,2,0,0,1,1,0,0,0,0,0,0
2021-12-13,0,0,9,0,1,17,10,0,0,0,5,0,0,4,6,0,0,0,0,0,0
2021-12-14,0,0,11,0,0,48,7,0,0,0,11,0,0,3,3,0,0,0,0,0,0
2021-12-15,0,0,2,0,2,32,6,0,0,0,5,0,0,2,1,0,0,0,0,0,0
2021-12-16,0,0,7,0,3,22,7,0,0,0,4,0,0,2,5,0,0,0,0,0,0
2021-12-17,0,0,8,0,1,15,7,0,0,0,5,0,0,3,2,0,0,0,0,0,0
2021-12-18,0,0,5,0,1,30,8,0,0,0,4,0,0,2,3,0,1,0,0,0,0
2021-12-19,0,0,9,0,2,18,8,0,0,0,4,0,0,1,3,0,0,0,0,0,0
2021-12-20,0,0,15,0,1,23,4,0,0,0,5,0,0,2,3,0,0,0,0,0,0
2021-12-21,0,0,6,0,0,17,7,0,0,0,6,0,0,4,2,0,0,0,0,0,0
2021-12-22,0,0,3,0,1,10,3,0,0,0,8,0,0,4,3,0,0,0,0,0,0
2021-12-23,0,0,5,0,0,15,7,0,0,0,9,1,0,0,4,0,0,0,0,0,0
2021-12-24,0,0,0,0,0,9,7,0,0,0,3,0,0,1,2,0,0,0,0,0,0
2021-12-25,0,0,13,0,0,13,4,0,0,0,1,0,0,4,1,0,0,0,0,0,0
2021-12-26,0,0,7,0,1,12,1,0,0,0,5,0,0,0,3,1,0,0,0,0,0
2021-12-27,0,0,5,0,1,25,6,0,0,0,8,0,0,1,2,0,0,0,0,0,0
2021-12-28,0,0,7,0,0,14,5,0,0,0,11,0,0,0,2,0,0,0,0,0,0
2021-12-29,0,0,5,0,0,18,3,0,0,0,7,0,0,0,2,0,0,0,0,0,0
2021-12-30,0,0,5,1,0,14,3,0,0,0,4,0,0,1,1,0,0,0,0,0,0
2021-12-31,0,0,10,0,2,14,2,0,0,0,3,0,0,1,3,0,0,0,0,0,0
2022-01-01,0,0,9,0,1,4,7,0,0,0,5,0,0,1,4,0,0,0,0,0,0
2022-01-02,0,0,3,0,0,9,7,0,0,0,8,0,0,2,4,0,0,0,0,0,0
2022-01-03,0,0,5,0,1,10,3,0,0,0,5,1,0,3,3,0,0,0,0,0,0
2022-01-04,0,0,9,0,1,22,3,0,0,0,8,0,0,3,5,0,0,0,0,0,0
2022-01-05,0,0,1,0,2,20,3,0,0,0,12,0,0,5,2,0,0,0,0,0,0
2022-01-06,0,0,10,0,1,24,16,0,0,0,5,0,0,0,6,0,0,0,0,0,0
2022-01-07,0,0,13,0,4,17,6,0,0,0,6,0,0,2,11,1,0,0,0,0,0
2022-01-08,0,0,10,1,4,16,4,0,0,0,7,1,0,2,0,0,0,0,0,0,0
2022-01-09,0,0,7,0,7,62,6,0,0,0,4,0,0,2,6,0,0,0,0,0,0
2022-01-10,0,0,4,0,0,19,2,0,0,0,5,0,0,1,6,0,0,0,0,0,0
2022-01-11,0,0,7,0,1,9,2,0,0,0,7,0,0,2,2,0,0,0,0,0,0
2022-01-12,0,0,3,0,1,14,6,0,0,0,7,0,0,0,7,3,0,0,0,0,0
2022-01-13,0,0,8,0,2,14,4,0,0,0,7,0,0,6,3,0,0,0,0,0,0
2022-01-14,0,0,10,0,0,17,5,0,0,0,8,0,0,1,2,0,0,0,0,0,0
2022-01-15,0,0,4,0,1,14,2,0,0,0,8,0,0,2,6,0,0,0,0,0,0
2022-01-16,0,0,14,0,0,6,13,0,0,0,13,0,0,1,4,0,0,0,0,0,0
2022-01-17,0,0,20,0,1,18,7,0,0,0,6,0,0,7,4,0,0,0,0,0,0
2022-01-18,0,0,11,0,4,19,2,0,0,0,6,1,0,3,6,0,0,0,0,0,0
2022-01-19,0,0,5,0,1,27,7,0,0,0,11,0,0,1,5,0,0,0,0,0,0
2022-01-20,0,0,5,0,1,20,3,0,0,0,3,0,0,0,7,3,0,0,0,0,0
2022-01-21,0,0,5,0,0,20,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0
2022-01-22,0,0,7,0,0,14,3,0,0,0,7,0,0,2,3,0,0,0,0,0,0
