date,Neutral,Opponents,Supporters
2021-05-13 00:00:00+00:00,64,15,98
2021-05-14 00:00:00+00:00,71,23,110
2021-05-15 00:00:00+00:00,37,15,100
2021-05-16 00:00:00+00:00,39,28,97
2021-05-17 00:00:00+00:00,47,12,84
2021-05-18 00:00:00+00:00,75,21,118
2021-05-19 00:00:00+00:00,51,25,95
2021-05-20 00:00:00+00:00,52,16,111
2021-05-21 00:00:00+00:00,70,15,111
2021-05-22 00:00:00+00:00,45,18,112
2021-05-23 00:00:00+00:00,20,10,57
2021-05-24 00:00:00+00:00,43,18,103
2021-05-25 00:00:00+00:00,33,12,95
2021-05-26 00:00:00+00:00,48,37,110
2021-05-27 00:00:00+00:00,36,31,82
2021-05-28 00:00:00+00:00,45,22,95
2021-05-29 00:00:00+00:00,35,16,72
2021-05-30 00:00:00+00:00,19,14,41
2021-05-31 00:00:00+00:00,49,22,138
2021-06-01 00:00:00+00:00,60,20,149
2021-06-02 00:00:00+00:00,54,32,118
2021-06-03 00:00:00+00:00,39,9,107
2021-06-04 00:00:00+00:00,43,33,137
2021-06-05 00:00:00+00:00,54,43,111
2021-06-06 00:00:00+00:00,31,11,78
2021-06-07 00:00:00+00:00,33,18,77
2021-06-08 00:00:00+00:00,62,22,130
2021-06-09 00:00:00+00:00,105,54,317
2021-06-10 00:00:00+00:00,46,20,197
2021-06-11 00:00:00+00:00,43,14,101
2021-06-12 00:00:00+00:00,39,20,87
2021-06-13 00:00:00+00:00,27,11,65
2021-06-14 00:00:00+00:00,41,14,75
2021-06-15 00:00:00+00:00,25,20,79
2021-06-16 00:00:00+00:00,45,11,79
2021-06-17 00:00:00+00:00,41,16,79
2021-06-18 00:00:00+00:00,40,21,91
2021-06-19 00:00:00+00:00,32,10,69
2021-06-20 00:00:00+00:00,33,12,77
2021-06-21 00:00:00+00:00,32,17,66
2021-06-22 00:00:00+00:00,38,10,77
2021-06-23 00:00:00+00:00,44,15,76
2021-06-24 00:00:00+00:00,43,10,71
2021-06-25 00:00:00+00:00,24,10,73
2021-06-26 00:00:00+00:00,38,10,64
2021-06-27 00:00:00+00:00,28,18,55
2021-06-28 00:00:00+00:00,56,44,68
2021-06-29 00:00:00+00:00,36,14,85
2021-06-30 00:00:00+00:00,33,15,73
2021-07-01 00:00:00+00:00,34,23,59
2021-07-02 00:00:00+00:00,37,24,57
2021-07-03 00:00:00+00:00,27,10,48
2021-07-04 00:00:00+00:00,30,19,60
2021-07-05 00:00:00+00:00,32,17,56
2021-07-06 00:00:00+00:00,33,24,66
2021-07-07 00:00:00+00:00,50,21,79
2021-07-08 00:00:00+00:00,31,18,88
2021-07-09 00:00:00+00:00,47,17,99
2021-07-10 00:00:00+00:00,21,13,51
2021-07-11 00:00:00+00:00,18,9,50
2021-07-12 00:00:00+00:00,31,18,67
2021-07-13 00:00:00+00:00,34,20,76
2021-07-14 00:00:00+00:00,34,20,82
2021-07-15 00:00:00+00:00,36,30,104
2021-07-16 00:00:00+00:00,43,26,80
2021-07-17 00:00:00+00:00,32,10,96
2021-07-18 00:00:00+00:00,23,15,94
2021-07-19 00:00:00+00:00,39,31,120
2021-07-20 00:00:00+00:00,50,19,116
2021-07-21 00:00:00+00:00,36,18,74
2021-07-22 00:00:00+00:00,38,22,91
2021-07-23 00:00:00+00:00,39,16,105
2021-07-24 00:00:00+00:00,22,32,199
2021-07-25 00:00:00+00:00,22,42,165
2021-07-26 00:00:00+00:00,23,20,119
2021-07-27 00:00:00+00:00,32,26,117
2021-07-28 00:00:00+00:00,48,22,106
2021-07-29 00:00:00+00:00,41,11,84
2021-07-30 00:00:00+00:00,29,16,97
2021-07-31 00:00:00+00:00,36,9,73
2021-08-01 00:00:00+00:00,28,23,72
2021-08-02 00:00:00+00:00,35,18,109
2021-08-03 00:00:00+00:00,27,20,92
2021-08-04 00:00:00+00:00,51,18,116
2021-08-05 00:00:00+00:00,42,18,97
2021-08-06 00:00:00+00:00,33,14,87
2021-08-07 00:00:00+00:00,35,19,72
2021-08-08 00:00:00+00:00,31,15,58
2021-08-09 00:00:00+00:00,31,18,130
2021-08-10 00:00:00+00:00,53,34,119
2021-08-11 00:00:00+00:00,62,26,190
2021-08-12 00:00:00+00:00,44,20,102
2021-08-13 00:00:00+00:00,36,26,107
2021-08-14 00:00:00+00:00,30,24,65
2021-08-15 00:00:00+00:00,27,12,70
2021-08-16 00:00:00+00:00,31,13,73
2021-08-17 00:00:00+00:00,43,6,84
2021-08-18 00:00:00+00:00,32,14,77
2021-08-19 00:00:00+00:00,28,21,91
2021-08-20 00:00:00+00:00,43,14,90
2021-08-21 00:00:00+00:00,23,9,79
2021-08-22 00:00:00+00:00,37,12,79
2021-08-23 00:00:00+00:00,34,25,100
2021-08-24 00:00:00+00:00,39,24,95
2021-08-25 00:00:00+00:00,28,16,70
2021-08-26 00:00:00+00:00,29,17,62
2021-08-27 00:00:00+00:00,26,13,58
2021-08-28 00:00:00+00:00,23,6,85
2021-08-29 00:00:00+00:00,24,10,72
2021-08-30 00:00:00+00:00,33,15,84
2021-08-31 00:00:00+00:00,42,23,98
2021-09-01 00:00:00+00:00,26,8,81
2021-09-02 00:00:00+00:00,34,10,84
2021-09-03 00:00:00+00:00,19,12,59
2021-09-04 00:00:00+00:00,14,12,48
2021-09-05 00:00:00+00:00,23,7,66
2021-09-06 00:00:00+00:00,28,9,61
2021-09-07 00:00:00+00:00,21,12,51
2021-09-08 00:00:00+00:00,29,18,98
2021-09-09 00:00:00+00:00,39,12,94
2021-09-10 00:00:00+00:00,28,10,88
2021-09-11 00:00:00+00:00,13,5,48
2021-09-12 00:00:00+00:00,22,8,40
2021-09-13 00:00:00+00:00,31,9,70
2021-09-14 00:00:00+00:00,37,18,78
2021-09-15 00:00:00+00:00,30,16,61
2021-09-16 00:00:00+00:00,15,16,84
2021-09-17 00:00:00+00:00,20,18,60
2021-09-18 00:00:00+00:00,19,8,52
2021-09-19 00:00:00+00:00,25,6,38
2021-09-20 00:00:00+00:00,33,18,67
2021-09-21 00:00:00+00:00,30,16,75
2021-09-22 00:00:00+00:00,35,13,64
2021-09-23 00:00:00+00:00,29,17,82
2021-09-24 00:00:00+00:00,38,23,71
2021-09-25 00:00:00+00:00,26,16,57
2021-09-26 00:00:00+00:00,22,9,41
2021-09-27 00:00:00+00:00,35,18,85
2021-09-28 00:00:00+00:00,28,11,73
2021-09-29 00:00:00+00:00,23,21,59
2021-09-30 00:00:00+00:00,29,16,67
2021-10-01 00:00:00+00:00,58,17,93
2021-10-02 00:00:00+00:00,17,11,60
2021-10-03 00:00:00+00:00,18,11,42
2021-10-04 00:00:00+00:00,55,15,119
2021-10-05 00:00:00+00:00,18,11,52
2021-10-06 00:00:00+00:00,28,12,242
2021-10-07 00:00:00+00:00,34,17,118
2021-10-08 00:00:00+00:00,52,12,97
2021-10-09 00:00:00+00:00,25,10,74
2021-10-10 00:00:00+00:00,21,7,56
2021-10-11 00:00:00+00:00,35,17,49
2021-10-12 00:00:00+00:00,32,15,57
2021-10-13 00:00:00+00:00,28,19,59
2021-10-14 00:00:00+00:00,26,17,68
2021-10-15 00:00:00+00:00,19,10,52
2021-10-16 00:00:00+00:00,9,7,43
2021-10-17 00:00:00+00:00,13,9,35
2021-10-18 00:00:00+00:00,24,11,56
2021-10-19 00:00:00+00:00,27,10,52
2021-10-20 00:00:00+00:00,25,17,52
2021-10-21 00:00:00+00:00,20,11,51
2021-10-22 00:00:00+00:00,25,11,60
2021-10-23 00:00:00+00:00,19,8,43
2021-10-24 00:00:00+00:00,14,10,37
2021-10-25 00:00:00+00:00,26,11,50
2021-10-26 00:00:00+00:00,27,7,35
2021-10-27 00:00:00+00:00,18,5,59
2021-10-28 00:00:00+00:00,29,12,52
2021-10-29 00:00:00+00:00,20,10,51
2021-10-30 00:00:00+00:00,18,17,40
2021-10-31 00:00:00+00:00,12,12,40
2021-11-01 00:00:00+00:00,43,13,46
2021-11-02 00:00:00+00:00,30,9,69
2021-11-03 00:00:00+00:00,23,10,55
2021-11-04 00:00:00+00:00,29,12,49
2021-11-05 00:00:00+00:00,28,12,50
2021-11-06 00:00:00+00:00,15,8,46
2021-11-07 00:00:00+00:00,26,1,53
2021-11-08 00:00:00+00:00,45,13,63
2021-11-09 00:00:00+00:00,32,20,77
2021-11-10 00:00:00+00:00,16,13,64
2021-11-11 00:00:00+00:00,20,16,42
2021-11-12 00:00:00+00:00,33,16,72
2021-11-13 00:00:00+00:00,24,7,52
2021-11-14 00:00:00+00:00,21,10,61
2021-11-15 00:00:00+00:00,19,6,46
2021-11-16 00:00:00+00:00,32,10,57
2021-11-17 00:00:00+00:00,19,13,50
2021-11-18 00:00:00+00:00,24,9,48
2021-11-19 00:00:00+00:00,33,5,56
2021-11-20 00:00:00+00:00,24,7,41
2021-11-21 00:00:00+00:00,16,7,45
2021-11-22 00:00:00+00:00,24,14,56
2021-11-23 00:00:00+00:00,32,19,57
2021-11-24 00:00:00+00:00,29,9,57
2021-11-25 00:00:00+00:00,28,13,53
2021-11-26 00:00:00+00:00,33,18,47
2021-11-27 00:00:00+00:00,16,8,59
2021-11-28 00:00:00+00:00,17,12,50
2021-11-29 00:00:00+00:00,30,6,50
2021-11-30 00:00:00+00:00,26,10,57
2021-12-01 00:00:00+00:00,30,14,62
2021-12-02 00:00:00+00:00,23,16,60
2021-12-03 00:00:00+00:00,27,20,48
2021-12-04 00:00:00+00:00,22,14,53
2021-12-05 00:00:00+00:00,45,19,64
2021-12-06 00:00:00+00:00,34,22,63
2021-12-07 00:00:00+00:00,46,25,69
2021-12-08 00:00:00+00:00,41,35,72
2021-12-09 00:00:00+00:00,52,37,80
2021-12-10 00:00:00+00:00,55,22,96
2021-12-11 00:00:00+00:00,33,12,57
2021-12-12 00:00:00+00:00,26,11,50
2021-12-13 00:00:00+00:00,26,21,79
2021-12-14 00:00:00+00:00,35,24,81
2021-12-15 00:00:00+00:00,45,33,102
2021-12-16 00:00:00+00:00,34,29,86
2021-12-17 00:00:00+00:00,33,19,77
2021-12-18 00:00:00+00:00,44,21,145
2021-12-19 00:00:00+00:00,35,22,76
2021-12-20 00:00:00+00:00,32,23,76
2021-12-21 00:00:00+00:00,49,19,103
2021-12-22 00:00:00+00:00,41,21,120
2021-12-23 00:00:00+00:00,30,13,81
2021-12-24 00:00:00+00:00,31,12,65
2021-12-25 00:00:00+00:00,11,9,39
2021-12-26 00:00:00+00:00,13,13,38
2021-12-27 00:00:00+00:00,39,10,60
2021-12-28 00:00:00+00:00,44,15,86
2021-12-29 00:00:00+00:00,47,21,125
2021-12-30 00:00:00+00:00,43,23,94
2021-12-31 00:00:00+00:00,44,25,82
2022-01-01 00:00:00+00:00,20,12,50
2022-01-02 00:00:00+00:00,19,19,72
2022-01-03 00:00:00+00:00,29,127,287
2022-01-04 00:00:00+00:00,51,27,178
2022-01-05 00:00:00+00:00,72,48,187
2022-01-06 00:00:00+00:00,62,50,161
2022-01-07 00:00:00+00:00,47,38,139
2022-01-08 00:00:00+00:00,33,25,84
2022-01-09 00:00:00+00:00,37,64,100
2022-01-10 00:00:00+00:00,42,27,127
2022-01-11 00:00:00+00:00,31,15,77
2022-01-12 00:00:00+00:00,23,16,78
2022-01-13 00:00:00+00:00,31,15,75
2022-01-14 00:00:00+00:00,27,14,66
2022-01-15 00:00:00+00:00,12,9,64
2022-01-16 00:00:00+00:00,25,11,71
2022-01-17 00:00:00+00:00,27,14,84
2022-01-18 00:00:00+00:00,70,52,125
2022-01-19 00:00:00+00:00,81,68,208
2022-01-20 00:00:00+00:00,56,32,152
2022-01-21 00:00:00+00:00,37,26,111
2022-01-22 00:00:00+00:00,23,17,83
2022-01-23 00:00:00+00:00,32,19,78
2022-01-24 00:00:00+00:00,26,33,92
2022-01-25 00:00:00+00:00,34,17,76
2022-01-26 00:00:00+00:00,21,15,58
2022-01-27 00:00:00+00:00,22,17,67
2022-01-28 00:00:00+00:00,25,14,62
2022-01-29 00:00:00+00:00,24,14,45
2022-01-30 00:00:00+00:00,14,11,34
2022-01-31 00:00:00+00:00,22,11,56
2022-02-01 00:00:00+00:00,33,5,63
2022-02-02 00:00:00+00:00,18,7,54
2022-02-03 00:00:00+00:00,26,13,45
2022-02-04 00:00:00+00:00,12,8,35
2022-02-05 00:00:00+00:00,21,10,41
2022-02-06 00:00:00+00:00,18,24,72
2022-02-07 00:00:00+00:00,25,23,110
2022-02-08 00:00:00+00:00,19,14,64
2022-02-09 00:00:00+00:00,18,22,63
2022-02-10 00:00:00+00:00,18,12,64
2022-02-11 00:00:00+00:00,26,18,52
2022-02-12 00:00:00+00:00,12,24,48
2022-02-13 00:00:00+00:00,46,36,85
2022-02-14 00:00:00+00:00,37,28,68
2022-02-15 00:00:00+00:00,16,17,68
2022-02-16 00:00:00+00:00,23,21,63
2022-02-17 00:00:00+00:00,24,14,71
2022-02-18 00:00:00+00:00,32,15,68
2022-02-19 00:00:00+00:00,22,15,50
2022-02-20 00:00:00+00:00,27,10,47
2022-02-21 00:00:00+00:00,20,14,50
2022-02-22 00:00:00+00:00,30,11,76
2022-02-23 00:00:00+00:00,9,14,47
2022-02-24 00:00:00+00:00,18,45,42
2022-02-25 00:00:00+00:00,15,11,32
2022-02-26 00:00:00+00:00,6,10,36
2022-02-27 00:00:00+00:00,12,6,32
2022-02-28 00:00:00+00:00,13,11,37
2022-03-01 00:00:00+00:00,11,6,33
2022-03-02 00:00:00+00:00,19,10,45
2022-03-03 00:00:00+00:00,10,8,42
2022-03-04 00:00:00+00:00,13,8,43
2022-03-05 00:00:00+00:00,17,6,35
2022-03-06 00:00:00+00:00,15,9,31
2022-03-07 00:00:00+00:00,15,8,42
2022-03-08 00:00:00+00:00,18,10,67
2022-03-09 00:00:00+00:00,16,13,59
2022-03-10 00:00:00+00:00,24,12,72
2022-03-11 00:00:00+00:00,7,6,48
2022-03-12 00:00:00+00:00,12,6,29
2022-03-13 00:00:00+00:00,14,8,36
2022-03-14 00:00:00+00:00,15,9,44
2022-03-15 00:00:00+00:00,17,7,50
2022-03-16 00:00:00+00:00,14,13,52
2022-03-17 00:00:00+00:00,18,13,42
2022-03-18 00:00:00+00:00,17,4,36
2022-03-19 00:00:00+00:00,9,3,34
2022-03-20 00:00:00+00:00,13,10,37
2022-03-21 00:00:00+00:00,8,6,32
2022-03-22 00:00:00+00:00,13,9,47
2022-03-23 00:00:00+00:00,16,9,39
2022-03-24 00:00:00+00:00,16,3,49
2022-03-25 00:00:00+00:00,14,4,25
2022-03-26 00:00:00+00:00,7,9,44
2022-03-27 00:00:00+00:00,14,9,34
2022-03-28 00:00:00+00:00,14,10,31
2022-03-29 00:00:00+00:00,12,8,46
2022-03-30 00:00:00+00:00,6,8,37
2022-03-31 00:00:00+00:00,16,14,45
2022-04-01 00:00:00+00:00,16,5,28
2022-04-02 00:00:00+00:00,21,3,27
2022-04-03 00:00:00+00:00,20,17,51
2022-04-04 00:00:00+00:00,25,13,58
2022-04-05 00:00:00+00:00,17,7,37
2022-04-06 00:00:00+00:00,14,9,54
2022-04-07 00:00:00+00:00,15,5,42
2022-04-08 00:00:00+00:00,18,8,43
2022-04-09 00:00:00+00:00,10,2,44
2022-04-10 00:00:00+00:00,11,3,44
2022-04-11 00:00:00+00:00,16,10,47
2022-04-12 00:00:00+00:00,11,9,37
2022-04-13 00:00:00+00:00,14,7,38
2022-04-14 00:00:00+00:00,11,8,30
2022-04-15 00:00:00+00:00,14,2,35
2022-04-16 00:00:00+00:00,14,7,40
2022-04-17 00:00:00+00:00,11,7,26
2022-04-18 00:00:00+00:00,8,4,40
2022-04-19 00:00:00+00:00,10,11,43
2022-04-20 00:00:00+00:00,7,8,28
2022-04-21 00:00:00+00:00,14,7,31
2022-04-22 00:00:00+00:00,18,5,32
2022-04-23 00:00:00+00:00,8,9,32
2022-04-24 00:00:00+00:00,9,7,23
2022-04-25 00:00:00+00:00,13,16,60
2022-04-26 00:00:00+00:00,28,9,46
2022-04-27 00:00:00+00:00,19,15,39
2022-04-28 00:00:00+00:00,13,5,29
2022-04-29 00:00:00+00:00,12,7,35
2022-04-30 00:00:00+00:00,10,10,34
2022-05-01 00:00:00+00:00,7,8,35
2022-05-02 00:00:00+00:00,13,6,47
2022-05-03 00:00:00+00:00,21,8,31
2022-05-04 00:00:00+00:00,14,9,45
2022-05-05 00:00:00+00:00,16,6,40
2022-05-06 00:00:00+00:00,11,6,49
2022-05-07 00:00:00+00:00,9,1,17
2022-05-08 00:00:00+00:00,12,6,21
2022-05-09 00:00:00+00:00,15,21,34
2022-05-10 00:00:00+00:00,17,10,63
2022-05-11 00:00:00+00:00,22,6,41
2022-05-12 00:00:00+00:00,13,13,36
2022-05-13 00:00:00+00:00,12,7,32
2022-05-14 00:00:00+00:00,12,1,25
2022-05-15 00:00:00+00:00,9,8,21
2022-05-16 00:00:00+00:00,11,5,22
2022-05-17 00:00:00+00:00,20,11,62
2022-05-18 00:00:00+00:00,13,6,54
2022-05-19 00:00:00+00:00,16,11,42
2022-05-20 00:00:00+00:00,18,6,47
2022-05-21 00:00:00+00:00,12,5,24
2022-05-22 00:00:00+00:00,9,5,30
2022-05-23 00:00:00+00:00,9,7,55
2022-05-24 00:00:00+00:00,14,8,28
2022-05-25 00:00:00+00:00,10,3,26
2022-05-26 00:00:00+00:00,9,8,55
2022-05-27 00:00:00+00:00,11,11,28
2022-05-28 00:00:00+00:00,8,10,23
2022-05-29 00:00:00+00:00,7,1,24
2022-05-30 00:00:00+00:00,6,5,32
2022-05-31 00:00:00+00:00,19,9,44
2022-06-01 00:00:00+00:00,40,13,50
2022-06-02 00:00:00+00:00,19,8,34
2022-06-03 00:00:00+00:00,9,5,27
2022-06-04 00:00:00+00:00,11,7,34
2022-06-05 00:00:00+00:00,10,3,33
2022-06-06 00:00:00+00:00,6,10,21
2022-06-07 00:00:00+00:00,9,8,18
2022-06-08 00:00:00+00:00,7,4,31
2022-06-09 00:00:00+00:00,16,7,41
2022-06-10 00:00:00+00:00,7,5,27
2022-06-11 00:00:00+00:00,11,5,30
2022-06-12 00:00:00+00:00,12,7,24
2022-06-13 00:00:00+00:00,14,6,27
2022-06-14 00:00:00+00:00,9,6,31
2022-06-15 00:00:00+00:00,9,11,34
2022-06-16 00:00:00+00:00,13,4,29
2022-06-17 00:00:00+00:00,20,11,50
2022-06-18 00:00:00+00:00,9,8,21
2022-06-19 00:00:00+00:00,10,2,25
2022-06-20 00:00:00+00:00,8,9,28
2022-06-21 00:00:00+00:00,12,9,36
2022-06-22 00:00:00+00:00,11,7,32
2022-06-23 00:00:00+00:00,10,10,32
2022-06-24 00:00:00+00:00,15,4,39
2022-06-25 00:00:00+00:00,10,6,21
2022-06-26 00:00:00+00:00,11,3,27
2022-06-27 00:00:00+00:00,11,5,19
2022-06-28 00:00:00+00:00,11,9,33
2022-06-29 00:00:00+00:00,9,5,32
2022-06-30 00:00:00+00:00,15,7,29
2022-07-01 00:00:00+00:00,19,7,19
2022-07-02 00:00:00+00:00,12,5,21
2022-07-03 00:00:00+00:00,11,8,20
2022-07-04 00:00:00+00:00,6,0,32
2022-07-05 00:00:00+00:00,15,8,39
2022-07-06 00:00:00+00:00,14,7,39
2022-07-07 00:00:00+00:00,11,5,24
2022-07-08 00:00:00+00:00,18,6,33
2022-07-09 00:00:00+00:00,13,4,33
2022-07-10 00:00:00+00:00,9,10,48
2022-07-11 00:00:00+00:00,11,15,51
2022-07-12 00:00:00+00:00,16,6,39
2022-07-13 00:00:00+00:00,13,4,26
2022-07-14 00:00:00+00:00,7,9,27
2022-07-15 00:00:00+00:00,8,7,16
2022-07-16 00:00:00+00:00,11,6,20
2022-07-17 00:00:00+00:00,14,13,32
2022-07-18 00:00:00+00:00,19,14,31
2022-07-19 00:00:00+00:00,11,4,47
2022-07-20 00:00:00+00:00,9,10,46
2022-07-21 00:00:00+00:00,12,7,52
2022-07-22 00:00:00+00:00,10,5,29
2022-07-23 00:00:00+00:00,17,9,40
2022-07-24 00:00:00+00:00,19,3,34
2022-07-25 00:00:00+00:00,20,3,34
2022-07-26 00:00:00+00:00,18,10,52
2022-07-27 00:00:00+00:00,24,5,34
2022-07-28 00:00:00+00:00,27,11,49
2022-07-29 00:00:00+00:00,22,7,23
2022-07-30 00:00:00+00:00,14,3,20
2022-07-31 00:00:00+00:00,16,6,50
2022-08-01 00:00:00+00:00,11,10,33
2022-08-02 00:00:00+00:00,17,5,30
2022-08-03 00:00:00+00:00,21,10,38
2022-08-04 00:00:00+00:00,13,15,29
2022-08-05 00:00:00+00:00,7,5,26
2022-08-06 00:00:00+00:00,7,2,26
2022-08-07 00:00:00+00:00,11,3,23
2022-08-08 00:00:00+00:00,6,10,33
2022-08-09 00:00:00+00:00,10,7,19
2022-08-10 00:00:00+00:00,14,6,28
2022-08-11 00:00:00+00:00,16,5,26
2022-08-12 00:00:00+00:00,11,2,35
2022-08-13 00:00:00+00:00,8,4,26
2022-08-14 00:00:00+00:00,10,4,18
2022-08-15 00:00:00+00:00,12,7,26
2022-08-16 00:00:00+00:00,10,2,40
2022-08-17 00:00:00+00:00,14,4,36
2022-08-18 00:00:00+00:00,10,6,32
2022-08-19 00:00:00+00:00,8,6,28
2022-08-20 00:00:00+00:00,8,4,39
2022-08-21 00:00:00+00:00,9,5,19
2022-08-22 00:00:00+00:00,6,6,28
2022-08-23 00:00:00+00:00,7,6,42
2022-08-24 00:00:00+00:00,22,9,37
2022-08-25 00:00:00+00:00,18,5,38
2022-08-26 00:00:00+00:00,13,8,32
2022-08-27 00:00:00+00:00,13,8,31
2022-08-28 00:00:00+00:00,8,4,12
2022-08-29 00:00:00+00:00,12,9,36
2022-08-30 00:00:00+00:00,7,6,44
2022-08-31 00:00:00+00:00,14,5,34
2022-09-01 00:00:00+00:00,9,5,35
2022-09-02 00:00:00+00:00,12,44,47
2022-09-03 00:00:00+00:00,10,3,37
2022-09-04 00:00:00+00:00,14,4,29
2022-09-05 00:00:00+00:00,7,3,24
2022-09-06 00:00:00+00:00,10,5,29
2022-09-07 00:00:00+00:00,17,7,33
2022-09-08 00:00:00+00:00,17,10,27
2022-09-09 00:00:00+00:00,11,6,36
2022-09-10 00:00:00+00:00,12,6,25
2022-09-11 00:00:00+00:00,11,5,20
2022-09-12 00:00:00+00:00,13,5,23
2022-09-13 00:00:00+00:00,13,5,21
2022-09-14 00:00:00+00:00,13,10,39
2022-09-15 00:00:00+00:00,18,33,38
2022-09-16 00:00:00+00:00,17,12,29
2022-09-17 00:00:00+00:00,16,4,26
2022-09-18 00:00:00+00:00,13,2,21
2022-09-19 00:00:00+00:00,15,2,24
2022-09-20 00:00:00+00:00,14,10,36
2022-09-21 00:00:00+00:00,15,7,38
2022-09-22 00:00:00+00:00,17,8,59
2022-09-23 00:00:00+00:00,38,7,94
2022-09-24 00:00:00+00:00,27,2,50
2022-09-25 00:00:00+00:00,22,3,41
2022-09-26 00:00:00+00:00,22,3,40
2022-09-27 00:00:00+00:00,16,8,44
2022-09-28 00:00:00+00:00,15,4,30
2022-09-29 00:00:00+00:00,17,5,36
